date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:18:18	1796/1796	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-704%22	https://cleanservice.com.au/resources/pic/t/t51.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/t/t51.png	(from https://cleanservice.com.au/cleaning-science)
12:18:18	1987/1987	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-7c3%22	https://cleanservice.com.au/resources/pic/t/t48.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/t/t48.png	(from https://cleanservice.com.au/cleaning-science)
12:18:22	28920/28920	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-70f8%22	https://cleanservice.com.au/resources/pic/main/bi3.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/main/bi3.png	(from https://cleanservice.com.au/cleaning-science)
12:18:23	21666/21666	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-54a2%22	https://cleanservice.com.au/resources/pic/main/microfiber2.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/main/microfiber2.png	(from https://cleanservice.com.au/cleaning-science)
12:18:25	61479/61479	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-f027%22	https://cleanservice.com.au/resources/pic/main/steamer6.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/main/steamer6.png	(from https://cleanservice.com.au/cleaning-science)
12:18:30	31760/31760	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-7c10%22	https://cleanservice.com.au/resources/pic/main/office-cleaning.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/main/office-cleaning.png	(from https://cleanservice.com.au/office-cleaning)
12:18:33	2246/2246	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-8c6%22	https://cleanservice.com.au/resources/pic/t/oneflare.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/t/oneflare.png	(from https://cleanservice.com.au/office-cleaning)
12:18:33	4805/4805	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-12c5%22	https://cleanservice.com.au/resources/pic/t/truelocal.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/t/truelocal.png	(from https://cleanservice.com.au/office-cleaning)
12:18:34	2828/2828	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-b0c%22	https://cleanservice.com.au/resources/pic/t/yellowpages.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/t/yellowpages.png	(from https://cleanservice.com.au/office-cleaning)
12:18:34	2425/2425	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-979%22	https://cleanservice.com.au/resources/pic/t/yelp.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/t/yelp.png	(from https://cleanservice.com.au/office-cleaning)
12:18:35	13755/13755	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2010:19:06%20GMT	https://cleanservice.com.au/fixed-price-cleaning	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/fixed-price-cleaning.html	(from https://cleanservice.com.au/office-cleaning)
12:18:35	12879/12879	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2010:19:06%20GMT	https://cleanservice.com.au/payment-methods	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/payment-methods.html	(from https://cleanservice.com.au/office-cleaning)
12:18:36	137600/137600	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-21980%22	https://cleanservice.com.au/resources/pic/main/other2.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/main/other2.png	(from https://cleanservice.com.au/cleaning-science)
12:18:40	42409/42409	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-a5a9%22	https://cleanservice.com.au/resources/pic/industry/medical-cleaning-service.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/industry/medical-cleaning-service.png	(from https://cleanservice.com.au/medical-cleaning)
12:18:51	253314/253314	---M--	200	added ('OK')	image/jpeg	etag:%225edb6ff5-3dd82%22	https://cleanservice.com.au/resources/pic/bg/clean-clinic7.jpg	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/bg/clean-clinic7.jpg	(from https://cleanservice.com.au/medical-cleaning)
12:18:51	348689/348689	---M--	200	added ('OK')	image/jpeg	etag:%225edb6ff5-55211%22	https://cleanservice.com.au/resources/pic/bg/clean-office9.jpg	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/bg/clean-office9.jpg	(from https://cleanservice.com.au/office-cleaning)
12:18:55	28028/28028	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-6d7c%22	https://cleanservice.com.au/resources/pic/main/sports-cleaning-service.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/main/sports-cleaning-service.png	(from https://cleanservice.com.au/sports-cleaning)
12:18:59	102353/102353	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-18fd1%22	https://cleanservice.com.au/resources/pic/main/suzy-pricing.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/main/suzy-pricing.png	(from https://cleanservice.com.au/pricing)
12:18:59	590257/590257	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-901b1%22	https://cleanservice.com.au/resources/pic/bg/service-map.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/bg/service-map.png	(from https://cleanservice.com.au/office-cleaning)
12:19:00	326123/326123	---M--	200	added ('OK')	image/jpeg	etag:%225edb6ff5-4f9eb%22	https://cleanservice.com.au/resources/pic/bg/clean-sport2.jpg	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/bg/clean-sport2.jpg	(from https://cleanservice.com.au/sports-cleaning)
12:19:00	60207/60207	---M--	200	added ('OK')	image/png	etag:%225edb6ff5-eb2f%22	https://cleanservice.com.au/resources/pic/main/handcuffs.png	C:/My%20Web%20Sites/EcoGenies/cleanservice.com.au/resources/pic/main/handcuffs.png	(from https://cleanservice.com.au/pricing)
